region,statistic,coefficient,slope,information
Texas,Pr(>|t|),7.449931883831873e-26,2.7244816494563967e-46,meanlog
Texas,R2,0.9849105674206058,0.9849105674206058,meanlog
USA,Estimate,-0.5724008544345179,0.7055778550247884,meanlog
USA,Standard error,0.1372883939388578,0.011176898903503046,meanlog
USA,t value,-4.169331711240209,63.128230926706095,meanlog
USA,Pr(>|t|),1.0144573272150381e-4,7.184814773667705e-56,meanlog
USA,R2,0.9854111107207975,0.9854111107207975,meanlog
Virginia,Estimate,-1.9876951759958421,0.7395167166067041,meanlog
Virginia,Standard error,0.19048443377098673,0.02285307043742985,meanlog
Virginia,t value,-10.434948077623938,32.359621812370925,meanlog
Virginia,Pr(>|t|),7.558601661590532e-13,8.652021229861708e-30,meanlog
Virginia,R2,0.9640931960711385,0.9640931960711385,meanlog
World,Estimate,-1.8097936514846293,0.7769580224899961,meanlog
World,Standard error,0.12500831330881074,0.011309899441430125,meanlog
World,t value,-14.477386372007572,68.69716450739288,meanlog
World,Pr(>|t|),3.0685506899816257e-21,9.491108098459232e-59,meanlog
World,R2,0.9874458613529634,0.9874458613529634,meanlog
Brasil,Estimate,0.25206555964922783,0.9160087968310328,sdlog
Brasil,Standard error,0.07986858050940436,0.0898331659489853,sdlog
Brasil,t value,3.1560040010921147,10.19677740569912,sdlog
Brasil,Pr(>|t|),0.002501401620342826,1.0169296512933587e-14,sdlog
Brasil,R2,0.6340889323850106,0.6340889323850106,sdlog
Colombia,Estimate,0.2319157891037535,0.819566561727083,sdlog
Colombia,Standard error,0.07242148862197366,0.04074642530712836,sdlog
Colombia,t value,3.2023062977110235,20.113827300175565,sdlog
Colombia,Pr(>|t|),0.002372284036030288,1.2849503322436754e-25,sdlog
Colombia,R2,0.8900049835502417,0.8900049835502417,sdlog
Europe,Estimate,-1.297134939859634,1.9803329835985144,sdlog
Europe,Standard error,0.12921753569706396,0.07449839204978645,sdlog
Europe,t value,-10.03838165510772,26.582224516672518,sdlog
Europe,Pr(>|t|),2.6927573897863664e-14,3.584823818599246e-34,sdlog
Europe,R2,0.9241447973536459,0.9241447973536459,sdlog
Georgia,Estimate,1.4921755114092283,-0.2749245843937287,sdlog
Georgia,Standard error,0.09740599312537374,0.0739865493558415,sdlog
Georgia,t value,15.319134516585763,-3.715872503682623,sdlog
Georgia,Pr(>|t|),2.9997213116466074e-19,5.684826252855672e-4,sdlog
Georgia,R2,0.23885583481159897,0.23885583481159897,sdlog
Illinois,Estimate,-0.14830730685127785,1.1232868689053765,sdlog
Illinois,Standard error,0.09453827710872123,0.06822741532663854,sdlog
Illinois,t value,-1.5687540685845267,16.463863734653355,sdlog
Illinois,Pr(>|t|),0.12233902625812866,4.0262012043460567e-23,sdlog
Illinois,R2,0.8287769708491156,0.8287769708491156,sdlog
India,Estimate,0.786209311086026,0.7789847433036748,sdlog
India,Standard error,0.40436117901997826,0.22360834471746205,sdlog
India,t value,1.9443244106457158,3.4837015778098657,sdlog
India,Pr(>|t|),0.05785513313814249,0.0010808697697910956,sdlog
India,R2,0.20522423605845852,0.20522423605845852,sdlog
Kansas,Estimate,1.4104912519868524,-0.20407930177048156,sdlog
Kansas,Standard error,0.25044267995225095,0.19484780236651378,sdlog
Kansas,t value,5.631992327568827,-1.0473780011467775,sdlog
Kansas,Pr(>|t|),6.394461776284403e-6,0.30456483069053997,sdlog
Kansas,R2,0.040484210424280055,0.040484210424280055,sdlog
Kentucky,Estimate,-2.0812557705523576,3.1755619117361737,sdlog
Kentucky,Standard error,0.6038768492610335,0.6531603424713434,sdlog
Kentucky,t value,-3.446490411247258,4.861841274258775,sdlog
Kentucky,Pr(>|t|),0.0014942091594446901,2.4334948506429464e-5,sdlog
Kentucky,R2,0.4031123486481974,0.4031123486481974,sdlog
Missouri,Estimate,-3.2672315281792197,3.907656501940338,sdlog
Missouri,Standard error,1.0673065352658053,0.9405162666186795,sdlog
Missouri,t value,-3.061193218839926,4.1547994868701705,sdlog
Missouri,Pr(>|t|),0.0049426604701872726,2.9351007375682603e-4,sdlog
Missouri,R2,0.39000087779820203,0.39000087779820203,sdlog
North Carolina,Estimate,-0.3052351312162406,1.2485714598500925,sdlog
North Carolina,Standard error,0.3339708368715111,0.29489828007145613,sdlog
North Carolina,t value,-0.9139574403428344,4.233905533621811,sdlog
North Carolina,Pr(>|t|),0.365720568719311,1.1506093231240691e-4,sdlog
North Carolina,R2,0.2894740300505874,0.2894740300505874,sdlog
Spain,Estimate,-1.3049648349456031,2.393570178897004,sdlog
Spain,Standard error,0.20369499789486106,0.21606361034092766,sdlog
Spain,t value,-6.406464804890162,11.078081011051234,sdlog
Spain,Pr(>|t|),2.2587763907244063e-7,5.444838819403149e-13,sdlog
Spain,R2,0.7780932079093513,0.7780932079093513,sdlog
Texas,Estimate,0.3335045548000682,0.719316219262295,sdlog
Texas,Standard error,0.14800146717764573,0.08623306901325312,sdlog
Texas,t value,2.253386815414226,8.341535648600697,sdlog
Texas,Pr(>|t|),0.028743950509261252,5.767559936732262e-11,sdlog
Texas,R2,0.5867811003360235,0.5867811003360235,sdlog
USA,Estimate,0.4750904911627575,0.847330001048137,sdlog
USA,Standard error,0.18011152928871596,0.10795335742058755,sdlog
USA,t value,2.637757244297198,7.849037966896476,sdlog
USA,Pr(>|t|),0.010653801520511957,9.853027336407272e-11,sdlog
USA,R2,0.5108094406749254,0.5108094406749254,sdlog
Virginia,Estimate,-1.1586893626097126,1.9569871561775833,sdlog
Virginia,Standard error,0.30093764357642955,0.26795923766531526,sdlog
Virginia,t value,-3.8502639578070554,7.303301700767961,sdlog
Virginia,Pr(>|t|),4.273107732629454e-4,8.24468790583002e-9,sdlog
Virginia,R2,0.57763966207657,0.57763966207657,sdlog
World,Estimate,0.1415953587550915,1.028520192196744,sdlog
World,Standard error,0.18431017494690635,0.07319248544144293,sdlog
World,t value,0.7682449370789237,14.052264873825107,sdlog
World,Pr(>|t|),0.4453549162201883,1.2288483837538188e-20,sdlog
World,R2,0.7669596549042546,0.7669596549042546,sdlog
