region,subregion,date,lag,ccf,pacf_cases,pacf_deaths,days,pacf_cases_d1,pacf_cases_d2,pacf_deaths_d1,pacf_deaths_d2,pacf_cases_d1_sd,pacf_cases_d2_sd,pacf_deaths_d1_sd,pacf_deaths_d2_sd,minima,ma_days
Kansas,County,2021-02-19,394,0.04092037659559149,-0.11541873983212128,0.0032144524698622767,394,-0.11290541390532037,-0.0683126044223496,0.0016124874558542484,0.02617313021905008,0.14817102634337043,0.2607093649599667,0.06576700927205922,0.11642008536584522,1,11
Kansas,County,2020-02-14,23,0.06418203341132324,-0.0887808843940251,0.008928620275390117,23,-0.018592913448737522,0.11571541197672021,-0.003313730750490268,0.0383644361680222,0.14817102634337043,0.2607093649599667,0.06576700927205922,0.11642008536584522,2,11
Kansas,County,2021-02-02,377,0.04503979343193844,-0.07787427284843092,0.006927841411020759,377,-0.05637041099859247,0.033454692257993676,0.004448692544451908,0.003074566276238657,0.14817102634337043,0.2607093649599667,0.06576700927205922,0.11642008536584522,3,11
Kansas,County,2020-02-03,12,0.0538127270323401,-0.07369099942270095,0.059762923425255264,12,-0.020595758689014018,0.01972042217423877,0.045978758713701336,0.06479326252664071,0.14817102634337043,0.2607093649599667,0.06576700927205922,0.11642008536584522,4,11
Kansas,County,2020-02-13,22,-0.030288720941985477,-0.07018797094528757,0.012242351025880385,22,-0.13430832542545773,-0.2053625165298799,-0.04167816691851247,-0.10330179804738554,0.14817102634337043,0.2607093649599667,0.06576700927205922,0.11642008536584522,5,11
Kansas,County,2021-02-05,380,0.06359056463093055,-0.05874966272768662,0.004317044471427175,380,-0.06359395779274415,-0.07055465606066275,0.004540597820309132,0.009861350094560966,0.14817102634337043,0.2607093649599667,0.06576700927205922,0.11642008536584522,6,11
Kansas,County,2020-07-18,178,-0.023088013194315245,-0.05362346303669143,-0.01924064759972078,178,-0.05692857905157872,-0.03173801970972761,-0.01811569519072827,-0.029438457176546508,0.14817102634337043,0.2607093649599667,0.06576700927205922,0.11642008536584522,7,11
Kansas,County,2020-02-02,11,0.06309966864902548,-0.05309524073368693,0.013784164711553928,11,-0.04031618086325279,0.026609288781008912,-0.018814503812939372,-0.005102184140080505,0.14817102634337043,0.2607093649599667,0.06576700927205922,0.11642008536584522,8,11
Kansas,County,2020-02-21,30,0.04278902072396756,-0.05238033460736968,0.030608995103700694,30,-0.039157790367984543,0.10321439691395264,0.032760431550482874,0.0711476858340644,0.14817102634337043,0.2607093649599667,0.06576700927205922,0.11642008536584522,9,11
Kansas,County,2021-02-20,395,0.005340667411970643,-0.05206632989696505,-0.004273877657318859,395,0.06335240993515623,0.1762578238404766,-0.007488330127181135,-0.009100817583035383,0.14817102634337043,0.2607093649599667,0.06576700927205922,0.11642008536584522,10,11
Kentucky,County,2020-02-04,13,0.03317366655967454,-0.16555798224758883,5.22733088445802e-4,13,-0.06017947241216556,-0.04994516853962712,-0.03981908318660473,-0.09138894456857194,0.11758745610095367,0.19164107057444107,0.13376058511495292,0.23363103889839282,1,10
Kentucky,County,2020-02-11,20,0.01884893021047796,-0.1197041550961232,0.025029108695697574,20,-0.08200373570358334,-0.028662441237393407,0.022832819187785996,0.018354149346261388,0.11758745610095367,0.19164107057444107,0.13376058511495292,0.23363103889839282,2,10
Kentucky,County,2020-02-03,12,-0.01885063725510345,-0.10537850983542327,0.040341816275050534,12,-0.010234303872538444,-0.007015370108152771,0.051569861381967216,0.05830858833385398,0.11758745610095367,0.19164107057444107,0.13376058511495292,0.23363103889839282,3,10
Kentucky,County,2020-02-14,23,-0.012377205566547521,-0.09742826987979808,-0.02038213594247384,23,-0.03245460336212355,0.16410909057726844,-0.01305183909318339,0.14563521027920034,0.11758745610095367,0.19164107057444107,0.13376058511495292,0.23363103889839282,4,10
Kentucky,County,2020-02-02,11,0.028233600190780733,-0.09514420596288482,-0.011228045106916683,11,-0.003218933764385673,0.05202676725280563,-0.006738726951886763,-0.007254956702477199,0.11758745610095367,0.19164107057444107,0.13376058511495292,0.23363103889839282,5,10
Kentucky,County,2020-02-01,10,0.026121023482676673,-0.09192527219849915,-0.004489318155029919,10,-0.055245701017191305,0.18924253897263765,5.162297505904353e-4,-0.0904211090060103,0.11758745610095367,0.19164107057444107,0.13376058511495292,0.23363103889839282,6,10
Kentucky,County,2020-02-15,24,0.020447517502294964,-0.09142525754773648,0.00379678073865801,24,0.0060030123320616025,0.038457615694185154,0.02417891668113185,0.03723075577431524,0.11758745610095367,0.19164107057444107,0.13376058511495292,0.23363103889839282,7,10
Kentucky,County,2020-05-25,124,-0.02476331546557633,-0.06975889331063316,7.346255535617517e-4,124,-0.06302126451322745,-0.08586944965009141,0.041808972448683875,0.10046482906114204,0.11758745610095367,0.19164107057444107,0.13376058511495292,0.23363103889839282,8,10
Kentucky,County,2020-07-23,183,-0.11134502334768026,-0.06325173933013252,0.034996556000261615,183,-0.03646214718024622,0.06066498388280264,0.07907541593533987,0.19408652408160773,0.11758745610095367,0.19164107057444107,0.13376058511495292,0.23363103889839282,9,10
Kentucky,County,2020-07-16,176,-0.10538844947360969,-0.0557829995256936,0.003953773777140735,176,-0.027310655235022862,-0.03132768249430615,0.018717535146950934,0.05474662460411149,0.11758745610095367,0.19164107057444107,0.13376058511495292,0.23363103889839282,10,10
Missouri,County,2020-03-26,64,0.08306400607139737,-0.10710262543534327,-0.0053052181398382855,64,-0.08077072255165413,0.005742049622903686,-0.013599265383648827,0.018290794371115394,0.12226151177313693,0.19788513357933774,0.063842633414374,0.10999830196605587,1,11
Missouri,County,2020-03-11,49,0.27311107242709476,-0.10642141537561846,0.012028696022346188,49,-0.08512573783604191,-0.0771861532696744,-0.020149404647650984,-0.06668480094037119,0.12226151177313693,0.19788513357933774,0.063842633414374,0.10999830196605587,2,11
Missouri,County,2020-02-02,11,-3.742221748230106e-4,-0.09370847016330779,0.02020264159443376,11,-0.026261232889243202,-0.18016943827488618,0.02611411621302709,0.05395124691500518,0.12226151177313693,0.19788513357933774,0.063842633414374,0.10999830196605587,3,11
Missouri,County,2020-02-07,16,0.07266367460708387,-0.08335794423989662,0.014179810995342225,16,0.04461735950656823,0.26289116959670356,-0.005008930268784644,0.023588068903293936,0.12226151177313693,0.19788513357933774,0.063842633414374,0.10999830196605587,4,11
Missouri,County,2020-10-31,283,-0.03345156972070025,-0.07837861506341469,-0.004797793345277794,283,-0.08550521015884825,-0.0936717314279037,-0.004912188733057269,-0.007450135894979526,0.12226151177313693,0.19788513357933774,0.063842633414374,0.10999830196605587,5,11
Missouri,County,2020-04-17,86,0.005474801090781065,-0.07244763612213695,-0.005584695873391993,86,-0.07294841903270334,-0.060071537305523746,-0.05157928620818673,-0.09026110138617366,0.12226151177313693,0.19788513357933774,0.063842633414374,0.10999830196605587,6,11
Missouri,County,2020-02-03,12,0.019464773357815154,-0.07190359037277606,0.004119482494627567,12,0.021804879790531723,0.048066112679774925,-0.01608315909980619,-0.04219727531283328,0.12226151177313693,0.19788513357933774,0.063842633414374,0.10999830196605587,7,11
Missouri,County,2021-01-26,370,0.07113982532027537,-0.06708703336063179,-0.0027243325656002883,370,-0.06396666880388868,0.03394629698728968,-0.0036219601498798646,-0.0022245513499218497,0.12226151177313693,0.19788513357933774,0.063842633414374,0.10999830196605587,8,11
Missouri,County,2020-02-09,18,0.018255951043292393,-0.0667459047347836,0.011911634391227863,18,-0.010748008267604865,-0.038108056040322746,0.01030132517670807,0.022870826957530503,0.12226151177313693,0.19788513357933774,0.063842633414374,0.10999830196605587,9,11
Missouri,County,2020-11-19,302,-0.01404338536057317,-0.061691746774079834,-0.009227708739327083,302,-0.03212710171262094,0.048002713452312606,-0.012787918008966094,-0.04398196105141345,0.12226151177313693,0.19788513357933774,0.063842633414374,0.10999830196605587,10,11
North Carolina,County,2020-02-04,13,0.04632370693921076,-0.312024825817098,0.05162889815601714,13,-0.08246380686022564,0.11812055935126273,0.012971078920692672,-0.006103328266129988,0.10229645297674665,0.17139363968634858,0.09239427315191023,0.15842265672177572,1,13
North Carolina,County,2020-02-14,23,-0.027669527610301514,-0.08660813844016112,-0.012409278973698196,23,-0.013375657099776561,0.2434178983129841,-0.010307822534135284,0.12466300899139598,0.10229645297674665,0.17139363968634858,0.09239427315191023,0.15842265672177572,2,13
North Carolina,County,2020-03-16,54,-0.03295933001104266,-0.07206984949231532,-0.0026928705259089587,54,-0.07428225360122494,-0.07556024130211907,0.020961675332696113,0.021554350923596127,0.10229645297674665,0.17139363968634858,0.09239427315191023,0.15842265672177572,3,13
North Carolina,County,2020-02-07,16,-0.024589223451225314,-0.06042799563230759,-0.0030873101754305054,16,-0.0356287649441616,-7.152011804574254e-4,-0.03194713328382634,0.09894343252882226,0.10229645297674665,0.17139363968634858,0.09239427315191023,0.15842265672177572,4,13
North Carolina,County,2020-03-09,47,-0.022356483429136906,-0.05998582911701774,-0.020827976115628033,47,-0.0336948516024809,-0.05103873258165696,0.016707908178609884,0.033571856922240156,0.10229645297674665,0.17139363968634858,0.09239427315191023,0.15842265672177572,5,13
North Carolina,County,2020-06-24,154,0.02891238830402323,-0.05391991407412213,-0.012348173231369362,154,-0.06604320815762577,-0.06779841912609998,-0.003926061839355639,-0.014853837511488499,0.10229645297674665,0.17139363968634858,0.09239427315191023,0.15842265672177572,6,13
North Carolina,County,2021-01-28,372,0.05358569416278237,-0.05132044242471388,-0.00783135320262162,372,-0.04668017316507571,-0.08552951964707844,-0.009895862651937192,3.261707961977039e-4,0.10229645297674665,0.17139363968634858,0.09239427315191023,0.15842265672177572,7,13
North Carolina,County,2020-05-27,126,0.11902052762668815,-0.05039305038013407,-0.033172977054642686,126,-0.06296645013188039,-0.09795025291364848,0.025004206287130758,0.059265989279763225,0.10229645297674665,0.17139363968634858,0.09239427315191023,0.15842265672177572,8,13
North Carolina,County,2020-07-29,189,-0.014435247924899412,-0.04513505008973098,-0.0029051851103945943,189,-0.03904991003754667,-0.01665616174711617,0.008942508661484628,0.039274543116119755,0.10229645297674665,0.17139363968634858,0.09239427315191023,0.15842265672177572,9,13
North Carolina,County,2020-04-05,74,-0.03420210256786034,-0.04413617943232852,-0.011653046455382262,74,-0.013439562033485938,0.02955900744298738,0.005493274208153804,0.044780791605303155,0.10229645297674665,0.17139363968634858,0.09239427315191023,0.15842265672177572,10,13
Spain,Province,2020-01-13,12,0.0327417669377988,-0.20220972214619887,0.06611410107806545,12,-0.04742793666367506,-0.03483545073493924,-0.06751467189381558,-0.14648730920456934,0.15546866120215672,0.221305229254454,0.14644134605204415,0.1973486151560388,1,11
Spain,Province,2020-01-12,11,0.04435324510864051,-0.1547817854825238,0.13362877297188103,11,-0.012592485928735825,-0.19844541026407242,0.07897263731075377,-0.10570001750153554,0.15546866120215672,0.221305229254454,0.14644134605204415,0.1973486151560388,2,11
Spain,Province,2020-01-14,13,0.026066844133322314,-0.106526829924506,0.10001372716733946,13,0.09568289222169286,0.1431108288853679,0.03389962608927401,0.10141429798308958,0.15546866120215672,0.221305229254454,0.14644134605204415,0.1973486151560388,3,11
Spain,Province,2021-01-06,371,0.15705468758530505,-0.09727550224313634,-0.004505240262571495,371,-0.12242938484257376,-0.11789803643584826,0.007240298900013901,-0.0033909329411849747,0.15546866120215672,0.221305229254454,0.14644134605204415,0.1973486151560388,4,11
Spain,Province,2022-01-07,737,-0.1124260054849473,-0.07237405197819002,0.015104458302969937,737,-0.06028586793197349,-0.0776997825652537,0.018445297496277303,0.01307488017458702,0.15546866120215672,0.221305229254454,0.14644134605204415,0.1973486151560388,5,11
